Date,Dividends
2013-12-17,2.641000
2013-09-30,0.308000
2013-06-25,0.470000
2013-03-22,0.185000
2012-12-14,1.088000
2012-09-24,0.160000
2012-06-20,0.443000
2012-03-23,0.217000
2011-09-22,0.179000
2011-06-21,0.719000
2011-03-24,0.182000
2010-09-22,0.239000
2010-03-24,0.187000
2009-12-21,1.182000
2009-06-22,0.403000
2009-03-24,0.210000
2008-12-22,0.262000
2008-09-22,0.253000
2008-06-25,0.489000
2008-03-26,0.163000
